alexander knox,PN,famous
ida lupino,PN,famous
james mason,PN,famous
george mcfarland,PN,famous
anne revere,PN,famous
orson welles,PN,famous
lucille ball,PN,famous
ingrid bergman,PN,famous
robert donat,PN,famous
mildred dunnock,PN,famous
geraldine fitzgerald,PN,famous
errol flynn,PN,famous
john garfield,PN,famous
bonita granville,PN,famous
alan ladd,PN,famous
hattie mcdaniel,PN,famous
john mills,PN,famous
david niven,PN,famous
tyrone power,PN,famous
james stewart,PN,famous
gloria stuart,PN,famous
akim tamiroff,PN,famous
shirley temple,PN,famous
tom tully,PN,famous
jane wyman,PN,famous
eddie albert,PN,famous
montgomery clift,PN,famous
dorothy dandridge,PN,famous
lena horne,PN,famous
danny kaye,PN,famous
dorothy lamour,PN,famous
agnes moorehead,PN,famous
cesar romero,PN,famous
claire trevor,PN,famous
lee j. cobb,PN,famous
hume cronyn,PN,famous
peter finch,PN,famous
alec guinness,PN,famous
trevor howard,PN,famous
sam jaffe,PN,famous
ann sheridan,PN,famous
robert taylor,PN,famous
chill wills,PN,famous
jane wyatt,PN,famous
don ameche,PN,famous
red buttons,PN,famous
broderick crawford,PN,famous
olivia de havilland,PN,famous
josé ferrer,PN,famous
joan fontaine,PN,famous
burl ives,PN,famous
van johnson,PN,famous
vincent price,PN,famous
anthony quayle,PN,famous
roy rogers,PN,famous
ann rutherford,PN,famous
frank sinatra,PN,famous
cornel wilde,PN,famous
desi arnaz,PN,famous
william bendix,PN,famous
lloyd bridges,PN,famous
sonja henie,PN,famous
wendy hiller,PN,famous
edmond o'brien,PN,famous
anthony quinn,PN,famous
michael redgrave,PN,famous
gale sondergaard,PN,famous
richard todd,PN,famous
monty woolley,PN,famous
richard crenna,PN,famous
dan dailey,PN,famous
sabu,PN,famous
richard farnsworth,PN,famous
mel ferrer,PN,famous
greer garson,PN,famous
susan hayward,PN,famous
celeste holm,PN,famous
ruth hussey,PN,famous
carole landis,PN,famous
karl malden,PN,famous
donald o'connor,PN,famous
lana turner,PN,famous
jack albertson,PN,famous
judy holliday,PN,famous
lila kedrova,PN,famous
gene kelly,PN,famous
margaret leighton,PN,famous
june lockhart,PN,famous
marcello mastroianni,PN,famous
arthur o'connell,PN,famous
maureen o'hara,PN,famous
robert preston,PN,famous
joyce redman,PN,famous
gene tierney,PN,famous
richard widmark,PN,famous
art carney,PN,famous
cyd charisse,PN,famous
doris day,PN,famous
glenn ford,PN,famous
hugh griffith,PN,famous
ben johnson,PN,famous
celia johnson,PN,famous
jennifer jones,PN,famous
veronica lake,PN,famous
victor mature,PN,famous
robert stack,PN,famous
beatrice straight,PN,famous
robert walker,PN,famous
oskar werner,PN,famous
anne baxter,PN,famous
ruby dee,PN,famous
dexter gordon,PN,famous
arthur kennedy,PN,famous
deborah kerr,PN,famous
dean martin,PN,famous
terry moore,PN,famous
susan peters,PN,famous
robert ryan,PN,famous
paul scofield,PN,famous
martha scott,PN,famous
peter ustinov,PN,famous
gig young,PN,famous
ann blyth,PN,famous
yul brynner,PN,famous
john dall,PN,famous
yvonne de carlo,PN,famous
ava gardner,PN,famous
jackie gleason,PN,famous
charlton heston,PN,famous
eleanor parker,PN,famous
larry parks,PN,famous
donna reed,PN,famous
teresa wright,PN,famous
lauren bacall,PN,famous
richard basehart,PN,famous
kirk douglas,PN,famous
cloris leachman,PN,famous
robert mitchum,PN,famous
gregory peck,PN,famous
simone signoret,PN,famous
elizabeth taylor,PN,famous
esther williams,PN,famous
jeanne crain,PN,famous
nina foch,PN,famous
eileen heckart,PN,famous
kim hunter,PN,famous
richard jaeckel,PN,famous
katy jurado,PN,famous
dorothy malone,PN,famous
dorothy mcguire,PN,famous
sidney poitier,PN,famous
cliff robertson,PN,famous
jane russell,PN,famous
shelley winters,PN,famous
natalie wood,PN,famous
marlon brando,PN,famous
richard burton,PN,famous
gloria grahame,PN,famous
angela lansbury,PN,famous
walter matthau,PN,famous
dan o'herlihy,PN,famous
jean simmons,PN,famous
julie andrews,PN,famous
jeff chandler,PN,famous
vincent gardenia,PN,famous
burt lancaster,PN,famous
melina mercouri,PN,famous
marilyn monroe,PN,famous
roger moore,PN,famous
patricia neal,PN,famous
dean stockwell,PN,famous
eva marie saint,PN,famous
maureen stapleton,PN,famous
michael york,PN,famous
anouk aimée,PN,famous
martin balsam,PN,famous
david carradine,PN,famous
george chakiris,PN,famous
rock hudson,PN,famous
janet leigh,PN,famous
jack palance,PN,famous
denver pyle,PN,famous
thelma ritter,PN,famous
harold russell,PN,famous
jan sterling,PN,famous
tony curtis,PN,famous
julie harris,PN,famous
rosemary harris,PN,famous
laurence harvey,PN,famous
audrey hepburn,PN,famous
jerry lewis,PN,famous
audie murphy,PN,famous
paul newman,PN,famous
leslie nielsen,PN,famous
nancy olson,PN,famous
joan plowright,PN,famous
christopher plummer,PN,famous
debbie reynolds,PN,famous
peter sellers,PN,famous
jack warden,PN,famous
mel brooks,PN,famous
denholm elliott,PN,famous
mitzi gaynor,PN,famous
lee grant,PN,famous
jack lemmon,PN,famous
mercedes mccambridge,PN,famous
max von sydow,PN,famous
james whitmore,PN,famous
woody allen,PN,famous
jeff bridges,PN,famous
charles bronson,PN,famous
michael caine,PN,famous
james dean,PN,famous
nigel hawthorne,PN,famous
tab hunter,PN,famous
grace kelly,PN,famous
piper laurie,PN,famous
sophia loren,PN,famous
lee marvin,PN,famous
rita moreno,PN,famous
telly savalas,PN,famous
kim stanley,PN,famous
mamie van doren,PN,famous
robert wagner,PN,famous
anne bancroft,PN,famous
ernest borgnine,PN,famous
leslie caron,PN,famous
john cassavetes,PN,famous
charles durning,PN,famous
joel grey,PN,famous
robert loggia,PN,famous
patty mccormack,PN,famous
maggie mcnamara,PN,famous
sal mineo,PN,famous
carroll o'connor,PN,famous
george peppard,PN,famous
jason robards,PN,famous
robert shaw,PN,famous
rod steiger,PN,famous
cicely tyson,PN,famous
stuart whitman,PN,famous
carroll baker,PN,famous
sandy dennis,PN,famous
robert duvall,PN,famous
george hamilton,PN,famous
geraldine page,PN,famous
anne ramsey,PN,famous
maggie smith,PN,famous
barbara barrie,PN,famous
michael v. gazzo,PN,famous
james earl jones,PN,famous
shirley jones,PN,famous
shirley maclaine,PN,famous
paul mazursky,PN,famous
steve mcqueen,PN,famous
ron moody,PN,famous
anthony perkins,PN,famous
rachel roberts,PN,famous
miyoshi umeki,PN,famous
christopher walken,PN,famous
geneviève bujold,PN,famous
diahann carroll,PN,famous
sean connery,PN,famous
clint eastwood,PN,famous
james garner,PN,famous
hal holbrook,PN,famous
dennis hopper,PN,famous
jayne mansfield,PN,famous
don murray,PN,famous
kim novak,PN,famous
peter o'toole,PN,famous
gena rowlands,PN,famous
omar sharif,PN,famous
jo van fleet,PN,famous
tony franciosa,PN,famous
annette funicello,PN,famous
jill ireland,PN,famous
fernanda montenegro,PN,famous
maximilian schell,PN,famous
barbra streisand,PN,famous
tuesday weld,PN,famous
joanne woodward,PN,famous
alan bates,PN,famous
ned beatty,PN,famous
warren beatty,PN,famous
peter falk,PN,famous
gene hackman,PN,famous
martin landau,PN,famous
armin mueller-stahl,PN,famous
estelle parsons,PN,famous
emmanuelle riva,PN,famous
rip torn,PN,famous
robert vaughn,PN,famous
alan arkin,PN,famous
julie christie,PN,famous
james coburn,PN,famous
judi dench,PN,famous
catherine deneuve,PN,famous
louis gossett jr.,PN,famous
william hickey,PN,famous
ian holm,PN,famous
glenda jackson,PN,famous
sally kellerman,PN,famous
mary tyler moore,PN,famous
jack nicholson,PN,famous
lee remick,PN,famous
liv ullmann,PN,famous
alan alda,PN,famous
ellen burstyn,PN,famous
dyan cannon,PN,famous
patty duke,PN,famous
albert finney,PN,famous
peter firth,PN,famous
louise fletcher,PN,famous
richard harris,PN,famous
diane ladd,PN,famous
vanessa redgrave,PN,famous
george c. scott,PN,famous
jennifer tilly,PN,famous
seymour cassel,PN,famous
jane fonda,PN,famous
joan hackett,PN,famous
ron howard,PN,famous
mako,PN,famous
shirley knight,PN,famous
ian mckellen,PN,famous
liza minnelli,PN,famous
burt reynolds,PN,famous
diana ross,PN,famous
raquel welch,PN,famous
billy dee williams,PN,famous
susannah york,PN,famous
karen black,PN,famous
eileen brennan,PN,famous
bruce dern,PN,famous
samantha eggar,PN,famous
dustin hoffman,PN,famous
anthony hopkins,PN,famous
sally kirkland,PN,famous
sylvia miles,PN,famous
ryan o'neal,PN,famous
robert redford,PN,famous
rob reiner,PN,famous
ann-margret,PN,famous
james caan,PN,famous
tippi hedren,PN,famous
john hurt,PN,famous
sarah miles,PN,famous
dudley moore,PN,famous
joe pesci,PN,famous
roy scheider,PN,famous
martin sheen,PN,famous
chaim topol,PN,famous
brenda vaccaro,PN,famous
gene wilder,PN,famous
mary badham,PN,famous
klaus maria brandauer,PN,famous
tom courtenay,PN,famous
robert de niro,PN,famous
olympia dukakis,PN,famous
faye dunaway,PN,famous
sally field,PN,famous
peter fonda,PN,famous
lynn redgrave,PN,famous
katharine ross,PN,famous
terence stamp,PN,famous
donald sutherland,PN,famous
janet suzman,PN,famous
lesley ann warren,PN,famous
cher,PN,famous
pauline collins,PN,famous
tom conti,PN,famous
melinda dillon,PN,famous
teri garr,PN,famous
judd hirsch,PN,famous
richard pryor,PN,famous
sam shepard,PN,famous
jon voight,PN,famous
dom deluise,PN,famous
gérard depardieu,PN,famous
richard dreyfuss,PN,famous
morgan freeman,PN,famous
brenda fricker,PN,famous
elliott gould,PN,famous
elizabeth hartman,PN,famous
madeline kahn,PN,famous
cleavon little,PN,famous
malcolm mcdowell,PN,famous
pat morita,PN,famous
susan tyrrell,PN,famous
sam waterston,PN,famous
candice bergen,PN,famous
jodie foster,PN,famous
giancarlo giannini,PN,famous
barbara hershey,PN,famous
timothy hutton,PN,famous
frank langella,PN,famous
bette midler,PN,famous
charlotte rampling,PN,famous
lily tomlin,PN,famous
paul winfield,PN,famous
jane alexander,PN,famous
michael douglas,PN,famous
harrison ford,PN,famous
ben kingsley,PN,famous
marsha mason,PN,famous
helen mirren,PN,famous
jacki weaver,PN,famous
marie-christine barrault,PN,famous
chevy chase,PN,famous
frederic forrest,PN,famous
goldie hawn,PN,famous
anjelica huston,PN,famous
harvey keitel,PN,famous
al pacino,PN,famous
dan aykroyd,PN,famous
tom berenger,PN,famous
linda blair,PN,famous
gary busey,PN,famous
jill clayburgh,PN,famous
diane keaton,PN,famous
sondra locke,PN,famous
ali macgraw,PN,famous
talia shire,PN,famous
jeannie berlin,PN,famous
albert brooks,PN,famous
stockard channing,PN,famous
bruce davison,PN,famous
melanie griffith,PN,famous
bob hoskins,PN,famous
jeremy irons,PN,famous
michael lerner,PN,famous
nick nolte,PN,famous
chris sarandon,PN,famous
tom selleck,PN,famous
carrie snodgress,PN,famous
john travolta,PN,famous
isabelle adjani,PN,famous
anne archer,PN,famous
roberto benigni,PN,famous
ronee blakley,PN,famous
daniel day-lewis,PN,famous
robert downey jr.,PN,famous
tommy lee jones,PN,famous
stephen rea,PN,famous
susan sarandon,PN,famous
arnold schwarzenegger,PN,famous
sissy spacek,PN,famous
sylvester stallone,PN,famous
james woods,PN,famous
burt young,PN,famous
f. murray abraham,PN,famous
kim basinger,PN,famous
kathy bates,PN,famous
carol kane,PN,famous
jennifer jason leigh,PN,famous
valerie perrine,PN,famous
randy quaid,PN,famous
geoffrey rush,PN,famous
meryl streep,PN,famous
danny aiello,PN,famous
margaret avery,PN,famous
jim broadbent,PN,famous
candy clark,PN,famous
lindsay crouse,PN,famous
laurence fishburne,PN,famous
jackie earle haley,PN,famous
samuel l. jackson,PN,famous
kevin kline,PN,famous
john lithgow,PN,famous
kathleen quinlan,PN,famous
julie walters,PN,famous
laura dern,PN,famous
michael j. fox,PN,famous
helen hunt,PN,famous
christine lahti,PN,famous
bill murray,PN,famous
kate nelligan,PN,famous
tatum o'neal,PN,famous
charlie sheen,PN,famous
j. k. simmons,PN,famous
gary sinise,PN,famous
glenn close,PN,famous
kevin costner,PN,famous
james cromwell,PN,famous
richard jenkins,PN,famous
michael o'keefe,PN,famous
edward james olmos,PN,famous
sean penn,PN,famous
christopher reeve,PN,famous
denzel washington,PN,famous
tim allen,PN,famous
billy crystal,PN,famous
brad dourif,PN,famous
tom hulce,PN,famous
amy irving,PN,famous
michael keaton,PN,famous
nathan lane,PN,famous
mike myers,PN,famous
pete postlethwaite,PN,famous
dennis quaid,PN,famous
dianne wiest,PN,famous
shohreh aghdashloo,PN,famous
jackie chan,PN,famous
ed harris,PN,famous
mariel hemingway,PN,famous
linda hunt,PN,famous
jessica lange,PN,famous
john malkovich,PN,famous
liam neeson,PN,famous
lena olin,PN,famous
mercedes ruehl,PN,famous
diana scarwid,PN,famous
imelda staunton,PN,famous
sigourney weaver,PN,famous
tom wilkinson,PN,famous
robin williams,PN,famous
debra winger,PN,famous
mare winningham,PN,famous
joan allen,PN,famous
demián bichir,PN,famous
pierce brosnan,PN,famous
jamie lee curtis,PN,famous
judy davis,PN,famous
steve guttenberg,PN,famous
pee-wee herman,PN,famous
william hurt,PN,famous
amy madigan,PN,famous
mary mcdonnell,PN,famous
eric roberts,PN,famous
massimo troisi,PN,famous
kathleen turner,PN,famous
christoph waltz,PN,famous
kevin bacon,PN,famous
drew barrymore,PN,famous
george clooney,PN,famous
andy garcía,PN,famous
tom hanks,PN,famous
felicity huffman,PN,famous
william h. macy,PN,famous
michelle pfeiffer,PN,famous
mary steenburgen,PN,famous
alfre woodard,PN,famous
kirstie alley,PN,famous
lorraine bracco,PN,famous
joan cusack,PN,famous
matt dillon,PN,famous
graham greene,PN,famous
marcia gay harden,PN,famous
justin henry,PN,famous
diane lane,PN,famous
elizabeth mcgovern,PN,famous
gary oldman,PN,famous
david paymer,PN,famous
miranda richardson,PN,famous
tim robbins,PN,famous
mickey rourke,PN,famous
david strathairn,PN,famous
patrick swayze,PN,famous
ken watanabe,PN,famous
alec baldwin,PN,famous
annette bening,PN,famous
brenda blethyn,PN,famous
nicolas cage,PN,famous
bryan cranston,PN,famous
tom cruise,PN,famous
willem dafoe,PN,famous
mary elizabeth mastrantonio,PN,famous
cathy moriarty,PN,famous
eddie murphy,PN,famous
mark rylance,PN,famous
sharon stone,PN,famous
meg tilly,PN,famous
bruce willis,PN,famous
kenneth branagh,PN,famous
matthew broderick,PN,famous
whoopi goldberg,PN,famous
holly hunter,PN,famous
catherine zeta-jones,PN,famous
christian bale,PN,famous
antonio banderas,PN,famous
jennifer connelly,PN,famous
geena davis,PN,famous
joaquin phoenix,PN,famous
river phoenix,PN,famous
tim roth,PN,famous
elisabeth shue,PN,famous
emma thompson,PN,famous
stanley tucci,PN,famous
forest whitaker,PN,famous
juliette binoche,PN,famous
helena bonham carter,PN,famous
john cusack,PN,famous
eugenio derbez,PN,famous
colin firth,PN,famous
tess harper,PN,famous
nicole kidman,PN,famous
virginia madsen,PN,famous
julianne moore,PN,famous
kiefer sutherland,PN,famous
don cheadle,PN,famous
johnny depp,PN,famous
melissa leo,PN,famous
frances mcdormand,PN,famous
viggo mortensen,PN,famous
haing s. ngor,PN,famous
chazz palminteri,PN,famous
keanu reeves,PN,famous
tilda swinton,PN,famous
kristin scott thomas,PN,famous
marisa tomei,PN,famous
adriana barraza,PN,famous
angela bassett,PN,famous
josh brolin,PN,famous
patricia clarkson,PN,famous
russell crowe,PN,famous
benicio del toro,PN,famous
ralph fiennes,PN,famous
woody harrelson,PN,famous
ethan hawke,PN,famous
john hawkes,PN,famous
janet mcteer,PN,famous
winona ryder,PN,famous
will smith,PN,famous
mira sorvino,PN,famous
uma thurman,PN,famous
steve carell,PN,famous
cuba gooding jr.,PN,famous
djimon hounsou,PN,famous
catherine keener,PN,famous
marlee matlin,PN,famous
wesley snipes,PN,famous
kevin spacey,PN,famous
billy bob thornton,PN,famous
naomi watts,PN,famous
jennifer aniston,PN,famous
patricia arquette,PN,famous
sandra bullock,PN,famous
chris cooper,PN,famous
jude law,PN,famous
juliette lewis,PN,famous
brad pitt,PN,famous
julia roberts,PN,famous
amy ryan,PN,famous
david spade,PN,famous
casey affleck,PN,famous
adrien brody,PN,famous
matt damon,PN,famous
cameron diaz,PN,famous
salma hayek,PN,famous
greg kinnear,PN,famous
queen latifah,PN,famous
clive owen,PN,famous
halle berry,PN,famous
cate blanchett,PN,famous
thomas haden church,PN,famous
penélope cruz,PN,famous
leonardo dicaprio,PN,famous
jamie foxx,PN,famous
paul giamatti,PN,famous
gwyneth paltrow,PN,famous
rosie perez,PN,famous
john c. reilly,PN,famous
mark ruffalo,PN,famous
adam sandler,PN,famous
javier bardem,PN,famous
toni collette,PN,famous
vin diesel,PN,famous
minnie driver,PN,famous
jesse eisenberg,PN,famous
laura linney,PN,famous
hilary swank,PN,famous
mark wahlberg,PN,famous
jake gyllenhaal,PN,famous
philip seymour hoffman,PN,famous
marianne jean-baptiste,PN,famous
angelina jolie,PN,famous
matthew mcconaughey,PN,famous
samantha morton,PN,famous
sophie okonedo,PN,famous
michael shannon,PN,famous
emily watson,PN,famous
kate winslet,PN,famous
reese witherspoon,PN,famous
viola davis,PN,famous
rachel griffiths,PN,famous
maggie gyllenhaal,PN,famous
terrence howard,PN,famous
haley joel osment,PN,famous
natalie portman,PN,famous
paul rudd,PN,famous
rachel weisz,PN,famous
renée zellweger,PN,famous
marion cotillard,PN,famous
ryan gosling,PN,famous
keira knightley,PN,famous
heath ledger,PN,famous
anna paquin,PN,famous
michelle williams,PN,famous
orlando bloom,PN,famous
hugh jackman,PN,famous
scarlett johansson,PN,famous
jared leto,PN,famous
amy adams,PN,famous
michael clarke duncan,PN,famous
chiwetel ejiofor,PN,famous
will ferrell,PN,famous
taraji p. henson,PN,famous
jeremy renner,PN,famous
chloë sevigny,PN,famous
charlize theron,PN,famous
jean dujardin,PN,famous
vera farmiga,PN,famous
kate hudson,PN,famous
felicity jones,PN,famous
edward norton,PN,famous
octavia spencer,PN,famous
james franco,PN,famous
melissa mccarthy,PN,famous
ellen page,PN,famous
sally hawkins,PN,famous
anna kendrick,PN,famous
brie larson,PN,famous
rosamund pike,PN,famous
eddie redmayne,PN,famous
bradley cooper,PN,famous
anne hathaway,PN,famous
rinko kikuchi,PN,famous
mo'nique,PN,famous
daniel radcliffe,PN,famous
benedict cumberbatch,PN,famous
mickey mouse,PN,cartoon
bugs bunny,PN,cartoon
donald duck,PN,cartoon
felix the cat,PN,cartoon
the cowardly lion,PN,cartoon
tigger,PN,cartoon
daffy duck,PN,cartoon
minnie mouse,PN,cartoon
scooby-doo,PN,cartoon
jerry,PN,cartoon
tom,PN,cartoon
wile e. coyote,PN,cartoon
sylvester,PN,cartoon
winnie the pooh,PN,cartoon
goofy,PN,cartoon
toothless,PN,cartoon
bambi,PN,cartoon
thumper,PN,cartoon
bagheera,PN,cartoon
baloo,PN,cartoon
kermit the frog,PN,cartoon
daisy duck,PN,cartoon
pyatachok,PN,cartoon
the cheshire cat,PN,cartoon
dory,PN,cartoon
garfield,PN,cartoon
tweety bird,PN,cartoon
scar,PN,cartoon
mufasa,PN,cartoon
shere khan,PN,cartoon
donkey,PN,cartoon
puss in boots,PN,cartoon
donkey kong,PN,cartoon
snoopy,PN,cartoon
simba,PN,cartoon
droopy,PN,cartoon
tigress,PN,cartoon
jiminy cricket,PN,cartoon
mojo jojo,PN,cartoon
taz,PN,cartoon
nala,PN,cartoon
aslan,PN,cartoon
pete,PN,cartoon
balto,PN,cartoon
spongebob squarepants,PN,cartoon
jessica rabbit,PN,cartoon
wilbur,PN,cartoon
eeyore,PN,cartoon
julien,PN,cartoon
alex,PN,cartoon
melman,PN,cartoon
huckleberry hound,PN,cartoon
squidward tentacles,PN,cartoon
gloria,PN,cartoon
mr. krabs,PN,cartoon
marty,PN,cartoon
flik,PN,cartoon
chewbacca,PN,cartoon
roger rabbit,PN,cartoon
timon,PN,cartoon
patrick star,PN,cartoon
pumbaa,PN,cartoon
sonic the hedgehog,PN,cartoon
babe the gallant pig,PN,cartoon
road runner,PN,cartoon
iago,PN,cartoon
sebastian,PN,cartoon
zazu,PN,cartoon
rabbit,PN,cartoon
nemo,PN,cartoon
courage,PN,cartoon
abu the monkey,PN,cartoon
kerchak,PN,cartoon
shenzi,PN,cartoon
banzai,PN,cartoon
rudolph,PN,cartoon
mighty mouse,PN,cartoon
kaa,PN,cartoon
brian griffin,PN,cartoon
pongo,PN,cartoon
remy,PN,cartoon
littlefoot,PN,cartoon
roo,PN,cartoon
rhino,PN,cartoon
rex,PN,cartoon
ed,PN,cartoon
crash bandicoot,PN,cartoon
spyro,PN,cartoon
woody woodpecker,PN,cartoon
po,PN,cartoon
spike,PN,cartoon
old yeller,PN,cartoon
elsa,PN,cartoon
faline,PN,cartoon
gary,PN,cartoon
gopher,PN,cartoon
draco,PN,cartoon
saphira,PN,cartoon
king louie,PN,cartoon
miss piggy,PN,cartoon
grape ape,PN,cartoon
scooby-dum,PN,cartoon
george jetson,PN,cartoon
bambi,PN,cartoon
quick draw mcgraw,PN,cartoon
velma dinkley,PN,cartoon
henery hawk,PN,cartoon
blacque jacque shellacque,PN,cartoon
boo-boo bear,PN,cartoon
atom ant,PN,cartoon
captain caveman,PN,cartoon
underdog,PN,cartoon
lucy van pelt,PN,cartoon
darkwing duck,PN,cartoon
magica de spell,PN,cartoon
top cat,PN,cartoon
dick dastardly (wacky races),PN,cartoon
space ghost,PN,cartoon
felix the cat,PN,cartoon
magilla gorilla,PN,cartoon
fred jones,PN,cartoon
wally gator,PN,cartoon
jiminy cricket (disney),PN,cartoon
eeyore,PN,cartoon
scrooge mcduck,PN,cartoon
spike bulldog,PN,cartoon
mighty mouse,PN,cartoon
"huey, dewey and louie",PN,cartoon
muttley,PN,cartoon
hugo the abominable snowman,PN,cartoon
chip 'n' dale,PN,cartoon
charlie brown,PN,cartoon
homer simpson,PN,cartoon
snagglepuss,PN,cartoon
penelope pitstop,PN,cartoon
the powerpuff girls,PN,cartoon
betty boop,PN,cartoon
fred flintstone,PN,cartoon
mr. magoo,PN,cartoon
barney rubble,PN,cartoon
dopey,PN,cartoon
boris badenov & natasha fatale,PN,cartoon
penelope pussycat,PN,cartoon
bart simpson,PN,cartoon
superman (comics),PN,cartoon
linus van pelt,PN,cartoon
cruella de vil,PN,cartoon
pluto,PN,cartoon
granny,PN,cartoon
the jungle book vultures,PN,cartoon
jetsam,PN,"cartoon,disney"
wikidata item,PN,"cartoon,disney"
jack jack,PN,"cartoon,disney"
kovu,PN,"cartoon,disney"
colonel hathi,PN,"cartoon,disney"
chef louis,PN,"cartoon,disney"
mr. banks,PN,"cartoon,disney"
